0.333,0.167,0,0,0,0.218
1.0,0.167,1,0,0,0.598
0.583,0.0,0,0,0,0.295
0.5,0.083,0,0,0,0.297
0.833,0.5,0,0,0,0.522
0.917,0.25,1,0,0,0.519
0.917,0.75,1,0,0,0.572
1.0,0.25,1,0,0,0.608
0.833,0.75,0,1,1,0.798
0.5,0.0,0,0,0,0.247
0.333,0.25,0,0,0,0.244
0.25,0.167,0,0,0.5,0.327
0.917,0.25,1,0,0,0.525
0.333,0.0,0,1,0,0.457
0.833,0.75,0,0,0,0.568
0.917,0.5,1,0,0,0.564
0.167,0.0,0,0,0,0.298
0.917,0.333,1,0,0,0.522
0.667,0.167,0,0,0.5,0.536
0.833,0.417,1,0,0,0.48
0.417,0.167,0,0,0,0.252
0.167,0.0,0,0,0,0.149
0.417,0.167,0,0,0,0.231
0.333,0.083,0,0,0,0.257
0.5,0.25,0,0,0,0.27
0.167,0.083,0,0,0,0.2
0.833,0.0,0,0,0.5,0.57
0.833,0.583,0,0,0,0.537
1.0,0.167,1,0,0,0.615
0.167,0.083,0,0,1,0.406
1.0,0.25,1,0,0,0.61
1.0,0.583,1,0,0,0.646
0.583,0.333,0,0,0.5,0.426
0.917,0.417,1,0,0,0.532
1.0,0.833,1,0,0,0.68
0.75,0.167,1,0,1,0.524
0.833,0.083,1,0,0.5,0.495
0.75,0.0,0,0,0,0.422
0.333,0.167,0,0,0,0.267
0.917,0.667,1,0,0,0.565
1.0,0.083,1,0,0,0.577
0.333,0.167,0,0,0,0.208
1.0,0.25,1,0,0,0.599
0.75,0.333,1,0,0,0.398
0.25,0.0,0,0,0,0.215
0.917,0.583,1,0,0,0.573
1.0,0.75,1,0,0,0.662
0.667,0.583,0,0,0,0.404
0.333,0.167,0,0,0,0.227
0.667,0.167,0,0,0,0.414
0.583,0.167,0,0,0,0.344
0.583,0.167,0,0,0,0.376
0.667,0.583,0,0,0,0.421
0.917,0.083,1,0,0,0.523
0.917,0.5,1,0,0,0.544
0.333,0.0,0,0,0,0.228
0.833,0.667,0,0,0,0.555
0.167,0.083,0,0,0,0.17
0.417,0.083,0,0,0,0.255
0.833,0.667,1,0,0.5,0.553
0.083,0.0,0,0,0,0.176
0.75,0.583,0,0,1,0.626
0.5,0.25,0,0,0.5,0.384
1.0,0.583,1,0,0,0.634
1.0,0.917,1,0,0,0.688
0.417,0.0,0,0,0,0.277
0.917,0.667,1,0,1,0.657
0.667,0.25,0,0,0,0.345
0.917,0.25,1,0,0,0.527
0.75,0.5,1,0,1,0.573
0.667,0.5,0,0,0,0.374
1.0,0.083,1,0,0,0.584
0.417,0.167,0,0,1,0.448
0.917,0.5,1,0,0,0.546
0.417,0.167,0,1,0,0.421
0.667,0.083,0,0,0,0.371
0.917,0.417,1,0,0,0.545
1.0,0.25,1,0,0,0.619
0.833,0.083,1,0,0,0.445
0.333,0.0,0,0,0,0.257
0.417,0.167,0,0,0,0.259
0.917,0.0,1,0,0,0.49
1.0,0.833,1,0,0,0.622
1.0,0.417,1,0,0,0.62
0.917,0.25,1,0,0,0.52
0.333,0.167,0,1,0,0.4
0.583,0.417,0,0,0.5,0.435
0.917,0.083,0,0,0,0.58
0.833,0.25,0,0,1,0.625
0.667,0.333,0,1,0,0.627
0.75,0.167,0,0,0,0.425
0.75,0.25,0,0,0,0.522
0.833,0.417,1,0,0,0.458
0.333,0.0,0,0,0,0.237
0.833,0.25,0,0,0,0.519
0.833,0.25,0,0,0,0.5
0.75,0.333,0,0,0,0.419
0.333,0.167,0,0,0,0.217
1.0,0.333,1,0,0,0.604
0.667,0.417,0,0,0,0.36
0.75,0.667,0,0,0,0.479
0.5,0.333,0,0,0,0.329
1.0,0.75,1,0,0,0.675
0.833,0.167,1,0,0,0.417
0.667,0.333,0,0,0,0.374
0.25,0.167,0,0,0,0.22
0.917,0.25,1,1,0,0.613
1.0,0.667,1,0,0,0.668
0.917,0.5,1,0,0,0.527
0.917,0.75,1,0,0,0.533
0.833,0.417,0,0,0,0.524
0.833,0.167,1,0,0,0.426
0.75,0.667,1,0,0,0.422
0.917,0.667,0,0,0,0.623
0.75,0.333,0,0,0,0.424
0.5,0.083,0,0,0,0.244
0.333,0.0,0,0,0,0.23
1.0,0.667,1,0,0,0.641
1.0,0.333,1,0,0,0.612
1.0,0.25,1,0,0,0.616
0.833,0.417,0,0,0,0.51
1.0,0.25,1,0,0,0.601
0.833,0.417,1,0,0,0.447
1.0,0.833,1,0,0,0.676
0.917,0.25,1,0,0,0.53
0.5,0.0,0,0,0,0.343
0.667,0.333,0,0,0.5,0.464
0.667,0.583,1,0,0.5,0.459
0.75,0.5,0,1,0,0.588
0.917,0.0,1,0,0.5,0.508
0.917,0.083,1,0,0,0.483
0.5,0.25,0,0,0,0.3
0.833,0.25,0,0,0,0.5
0.833,0.167,0,0,0,0.517
0.583,0.5,0,0,0,0.331
0.833,0.0,1,0,0,0.378
0.75,0.333,1,0,0,0.419
0.667,0.417,1,0,0.5,0.399
1.0,0.833,1,0,0,0.635
0.833,0.5,0,0,0,0.554
1.0,0.5,1,0,0,0.633
0.833,0.083,0,0,0,0.484
0.75,0.667,1,0,0,0.37
0.583,0.25,0,0,0,0.344
0.75,0.083,0,0,0,0.413
1.0,0.833,1,0,0,0.68
1.0,0.167,1,0,0,0.614
0.667,0.417,0,0,0,0.451
1.0,0.417,1,0,0,0.616
0.583,0.25,0,0,0,0.313
0.75,0.667,1,0,0.5,0.453
0.917,0.167,0,0,0,0.643
0.583,0.167,1,1,0,0.482
1.0,0.833,1,0,0,0.673
0.833,0.333,1,0,0.5,0.464
0.333,0.25,0,0,0.5,0.316
0.75,0.083,1,0,0,0.319
0.667,0.0,0,0,0,0.381
0.667,0.333,0,0,0,0.435
1.0,0.0,1,0,0,0.647
1.0,0.833,1,0,0,0.683
0.75,0.583,1,0,0,0.417
0.75,0.417,0,0,1,0.65
0.417,0.167,0,0,0,0.284
0.333,0.083,0,0,0,0.186
1.0,0.0,1,0,0,0.583
0.833,0.583,1,0,0,0.46
0.833,0.667,0,0,0.5,0.686
1.0,0.333,1,0,0,0.611
0.833,0.0,0,0,0,0.486
0.333,0.25,0,0,0.5,0.352
0.917,0.833,1,0,0,0.501
0.667,0.167,1,0,0,0.343
0.5,0.083,0,0,0,0.31
0.25,0.167,0,0,0,0.192
1.0,0.75,1,0,0,0.639
0.917,0.75,0,0,0,0.664
0.833,0.5,0,1,0,0.695
0.917,0.417,0,0,0,0.612
0.5,0.25,0,0,0,0.335
0.75,0.167,0,0,0,0.387
1.0,0.25,1,0,0,0.617
0.917,0.25,1,0,0.5,0.542
0.5,0.417,0,0,0,0.295
0.167,0.0,0,0,0,0.161
1.0,0.0,1,0,0,0.59
0.833,0.167,1,0,0,0.419
0.917,0.417,0,0,0,0.623
1.0,0.667,1,0,0,0.609
0.75,0.417,0,0,0,0.448
0.917,0.083,0,0,0,0.579
0.5,0.25,0,0,1,0.496
0.917,0.667,1,0,0,0.526
0.833,0.75,1,0,0,0.451
0.75,0.333,1,0,0,0.404
0.917,0.417,0,0,0,0.599
0.667,0.083,0,0,0,0.377
0.833,0.5,1,0,0,0.476
0.583,0.167,0,0,0,0.398
0.417,0.0,0,0,0,0.274
0.5,0.167,1,0,0.5,0.366
0.75,0.583,0,0,0,0.496
0.667,0.167,0,0,0,0.425
0.833,0.5,1,0,0,0.493
0.583,0.417,0,0,0.5,0.453
0.917,0.75,1,0,0,0.596
0.917,0.75,1,0,0,0.582
0.917,0.417,1,0,1,0.614
1.0,0.083,1,0,0,0.602
0.917,0.75,1,0,0,0.595
0.917,0.667,1,0,0,0.552
0.917,0.5,1,0,0,0.563
1.0,0.833,1,0,0,0.668
0.667,0.083,0,0,0,0.349
0.917,0.417,0,0,0,0.62
0.917,0.583,1,0,0,0.574
0.833,0.5,0,0,0,0.554
0.583,0.25,0,0,0,0.319
0.167,0.0,0,0,0,0.164
0.25,0.083,0,0,0,0.175
0.917,0.167,1,0,0,0.524
0.917,0.0,1,0,0,0.467
0.917,0.833,0,0,1,0.708
0.417,0.083,0,0,0.5,0.313
0.25,0.083,0,0,0.5,0.303
0.417,0.333,0,0,0,0.281
0.583,0.167,0,0,0,0.309
0.917,0.333,1,0,0,0.519
0.583,0.417,0,0,1,0.526
0.667,0.167,1,0,0.5,0.437
0.667,0.583,0,0,0.5,0.517
0.917,0.0,1,0,0,0.498
0.833,0.25,1,0,0,0.466
0.917,0.833,1,0,0,0.575
0.667,0.0,0,0,1,0.498
1.0,0.083,1,0,0,0.639
0.917,0.333,0,0,0,0.621
1.0,0.667,1,0,1,0.73
0.5,0.333,0,0,0,0.311
0.583,0.417,0,0,0.5,0.423
0.833,0.667,1,0,0,0.482
0.75,0.5,0,0,0,0.451
0.417,0.167,0,0,0.5,0.335
0.583,0.417,0,1,0,0.481
0.5,0.0,0,0,0,0.261
0.833,0.5,1,0,0,0.46
0.75,0.25,1,1,0,0.589
0.75,0.583,1,0,0,0.416
1.0,0.083,1,0,0,0.645
1.0,0.0,1,0,0,0.586
0.583,0.333,0,1,0,0.486
0.833,0.5,0,0,0,0.62
0.333,0.0,0,0,0,0.193
0.833,0.25,1,0,0.5,0.486
0.917,0.417,1,0,0,0.537
0.833,0.167,1,0,0,0.447
0.583,0.0,0,0,0,0.235
0.25,0.083,0,0,0.5,0.302
1.0,0.75,1,0,0,0.656
1.0,0.583,1,0,1,0.71
0.917,0.083,1,0,0,0.479
0.75,0.5,0,0,0,0.546
0.583,0.5,0,0,0,0.417
1.0,0.333,1,0,0,0.568
1.0,0.5,1,0,0,0.631
0.417,0.0,0,0,0,0.216
0.75,0.583,0,0,0,0.478
0.833,0.333,1,0,1,0.554
0.417,0.167,0,0,0,0.272
0.5,0.083,0,0,0,0.279
0.417,0.0,0,0,0,0.192
0.167,0.083,0,0,0,0.189
0.917,0.25,1,0,0,0.505
0.417,0.333,0,0,0,0.264
0.333,0.0,0,0,0,0.171
0.75,0.083,0,0,0,0.4
0.667,0.167,0,0,0,0.355
0.667,0.5,0,0,0.5,0.507
0.917,0.0,1,0,0,0.492
0.583,0.5,0,0,0,0.321
0.917,0.667,1,0,0,0.559
1.0,0.25,1,0,0,0.621
1.0,0.167,1,1,0.5,0.739
0.833,0.5,0,0,0,0.553
0.833,0.0,0,0,0,0.485
0.833,0.0,0,0,0,0.485
0.75,0.583,1,0,1,0.544
1.0,0.917,1,1,0,0.802
0.333,0.25,0,0,0,0.206
0.833,0.333,1,0,1,0.566
0.833,0.167,1,0,0,0.449
0.833,0.25,0,1,0,0.618
0.583,0.25,0,0,0,0.372
0.083,0.0,0,0,0.5,0.257
0.833,0.5,1,0,0,0.479
0.75,0.083,1,0,0.5,0.442
0.833,0.667,0,0,0,0.569
0.917,0.667,1,0,0,0.588
0.167,0.083,0,0,0,0.232
1.0,0.833,1,0,0,0.686
0.75,0.083,1,0,0,0.349
0.333,0.167,0,1,0.5,0.559
0.75,0.667,0,0,0.5,0.614
0.917,0.417,1,0,0,0.525
1.0,0.5,1,0,0,0.634
0.917,0.0,0,1,0,0.714
0.833,0.333,1,1,1,0.718
0.833,0.75,0,0,0,0.565
0.417,0.083,0,0,0,0.227
0.5,0.333,0,1,0.5,0.641
1.0,0.583,1,0,0,0.654
1.0,0.833,1,0,0,0.67
0.667,0.0,0,0,1,0.546
0.667,0.25,0,0,0,0.445
1.0,0.0,1,0,0,0.568
0.25,0.0,0,0,0.5,0.253
0.917,0.417,1,0,0,0.515
0.5,0.25,0,0,0,0.306
0.833,0.0,1,0,0,0.413
0.917,0.833,1,0,0,0.581
0.667,0.0,0,0,0.5,0.478
1.0,0.083,1,0,0,0.596
0.75,0.417,1,0,0,0.387
0.75,0.0,0,0,0,0.417
0.583,0.333,0,0,0,0.32
0.75,0.667,0,0,0,0.492
0.833,0.0,0,0,0,0.477
0.5,0.333,0,0,0,0.291
0.167,0.083,0,0,0,0.184
0.583,0.333,0,0,0,0.332
0.417,0.333,0,1,0,0.562
0.417,0.333,0,0,0,0.265
1.0,0.333,1,0,0,0.614
1.0,0.417,1,0,0,0.647
0.917,0.167,1,0,0,0.501
0.917,0.667,1,0,0,0.521
1.0,0.417,1,0,0,0.627
0.25,0.167,0,0,1,0.425
0.25,0.0,0,0,0,0.171
1.0,0.167,1,0,0,0.584
0.833,0.417,1,0,1,0.596
0.833,0.167,0,1,0,0.679
0.833,0.583,0,0,0,0.534
0.5,0.25,0,0,0.5,0.359
0.833,0.333,1,0,0,0.46
1.0,0.917,1,0,0,0.682
0.333,0.167,0,1,0.5,0.442
0.833,0.25,1,0,0,0.442
0.75,0.583,1,0,0,0.433
0.917,0.0,1,0,0,0.506
0.167,0.083,0,0,0,0.247
0.583,0.5,0,0,0,0.374
0.833,0.583,0,0,0,0.576
1.0,0.167,1,0,0,0.58
0.833,0.333,1,0,0,0.48
0.917,0.0,1,0,0,0.479
0.917,0.0,1,1,0,0.628
0.833,0.75,0,0,0,0.555
1.0,0.5,1,1,0,0.766
1.0,0.167,1,0,0,0.619
0.833,0.75,0,0,0,0.571
0.917,0.083,1,0,0,0.517
0.833,0.5,0,0,0,0.525
0.583,0.0,0,0,0,0.317
0.833,0.583,1,0,0,0.454
0.917,0.667,0,0,0,0.65
0.417,0.0,0,0,0,0.192
0.667,0.5,0,0,1,0.578
0.75,0.417,0,0,0,0.408
0.5,0.0,1,0,1,0.387
0.75,0.0,0,0,0,0.366
0.833,0.167,0,0,0,0.527
0.917,0.667,1,0,0,0.562
0.833,0.75,0,0,0.5,0.64
0.917,0.75,1,0,0,0.588
1.0,0.0,1,0,0,0.642
0.417,0.333,0,0,0.5,0.365
0.583,0.167,0,0,0,0.423
1.0,0.083,1,0,0,0.591
0.75,0.667,0,0,0,0.502
0.75,0.667,0,0,0,0.48
0.417,0.167,0,0,0,0.249
0.833,0.5,1,0,0,0.462
0.417,0.0,0,0,0.5,0.323
0.75,0.25,1,0,0,0.368
0.25,0.167,0,0,0,0.202
0.75,0.5,0,0,0,0.474
0.917,0.25,1,0,0,0.521
0.417,0.167,0,0,0,0.244
0.917,0.333,1,0,0,0.528
0.75,0.083,0,0,0,0.41
0.917,0.833,1,0,0.5,0.652
0.917,0.0,0,0,1,0.627
0.75,0.5,0,0,0,0.472
0.917,0.25,1,0,1,0.629
0.917,0.583,1,0,0,0.549
1.0,0.0,1,0,0,0.577
0.667,0.5,0,0,0,0.46
0.583,0.25,0,0,0,0.357
0.667,0.417,1,0,0,0.373
0.583,0.0,0,0,0,0.285
0.25,0.0,0,0,0,0.198
0.667,0.167,0,0,0,0.342
0.917,0.583,1,0,0,0.549
0.167,0.083,0,0,0,0.181
0.833,0.75,1,0,0,0.508
0.917,0.083,1,0,0,0.515
1.0,0.917,1,1,0,0.794
1.0,0.917,1,0,0,0.698
0.417,0.25,0,0,1,0.483
0.833,0.583,0,0,0,0.534
0.833,0.0,0,0,0,0.572
0.75,0.167,0,1,0,0.624
0.917,0.083,1,0,0,0.507
0.5,0.0,0,0,0,0.226
0.667,0.417,0,0,0,0.431
1.0,0.167,1,0,0,0.553
0.75,0.667,0,0,0,0.479
0.833,0.5,0,0,0,0.532
1.0,0.583,1,0,0,0.635
0.667,0.167,0,1,0,0.621
0.917,0.667,1,0,0,0.523
0.833,0.5,0,0,0,0.53
0.917,0.333,1,0,0.5,0.572
0.667,0.25,1,0,0,0.33
0.167,0.083,0,0,0,0.185
1.0,0.917,1,0,0,0.676
1.0,0.833,1,0,0,0.68
0.5,0.25,0,1,0,0.526
0.917,0.75,1,0,0,0.566
0.5,0.417,0,0,0,0.329
0.333,0.25,0,0,0.5,0.368
0.583,0.167,0,0,0,0.358
0.583,0.167,0,0,0,0.297
0.667,0.417,0,0,0,0.406
0.667,0.25,0,0,0,0.359
0.583,0.5,1,0,0,0.341
0.917,0.25,0,0,0,0.589
0.25,0.0,0,0,0,0.176
0.75,0.0,0,0,0,0.412
0.417,0.333,0,0,0,0.291
0.5,0.0,0,0,0,0.238
1.0,0.583,1,0,0,0.66
0.833,0.75,1,0,0,0.496
0.833,0.0,1,0,0,0.42
0.75,0.583,1,0,0,0.4
0.667,0.583,0,0,0.5,0.538
0.167,0.083,0,0,0,0.174
0.833,0.0,1,0,0,0.413
0.417,0.083,0,0,0,0.234
0.833,0.333,0,0,0,0.521
0.333,0.083,0,0,0,0.225
0.833,0.0,0,0,0,0.496
0.583,0.083,0,0,0,0.328
0.583,0.083,0,0,0,0.286
0.917,0.75,0,0,0,0.652
0.75,0.667,0,0,0,0.479
1.0,0.25,1,0,0,0.615
0.667,0.5,0,0,0,0.463
0.917,0.0,0,0,0,0.583
0.583,0.167,0,0,0,0.331
0.833,0.0,0,0,0,0.576
0.917,0.833,1,0,0,0.586
0.417,0.083,0,0,0,0.243
0.583,0.417,0,0,0.5,0.507
0.833,0.0,0,0,0,0.497
0.583,0.333,0,1,0,0.573
0.833,0.0,0,0,0,0.514
0.083,0.0,0,0,0,0.135
0.75,0.5,0,0,0,0.453
0.917,0.25,1,0,0,0.505
0.5,0.417,0,0,0,0.307
0.75,0.25,1,0,0.5,0.438
0.833,0.25,1,0,0,0.442
0.917,0.0,1,0,0.5,0.53
0.25,0.167,0,0,0,0.219
0.667,0.5,1,0,0.5,0.444
0.75,0.167,1,0,0.5,0.451
0.917,0.0,1,0,0,0.496
1.0,0.5,1,0,0.5,0.672
0.25,0.083,0,0,0,0.24
0.917,0.0,0,0,0,0.573
0.667,0.167,0,0,0,0.342
0.583,0.5,0,0,0,0.333
0.833,0.75,1,0,0,0.504
0.833,0.083,1,0,0,0.41
1.0,0.167,1,0,0,0.604
0.75,0.167,1,0,0,0.386
0.833,0.333,0,0,0,0.51
0.75,0.25,1,0,0,0.391
0.833,0.417,0,0,0,0.525
0.833,0.583,0,0,0,0.556
0.917,0.167,1,0,0.5,0.562
1.0,0.333,1,0,0,0.608
1.0,0.167,1,0,0,0.596
0.917,0.333,0,1,0,0.675
0.333,0.0,0,0,0,0.197
0.75,0.167,0,0,0,0.476
0.5,0.0,0,0,0,0.312
0.417,0.0,0,0,0,0.219
0.75,0.333,0,0,0,0.456
0.333,0.167,0,0,1,0.429
